,Date,CPIAUCSL,GDP,CORESTICKM159SFRBATL,PCE,UNRATE,WM2NS
260,1980-12-01,86.4,3077.989666666667,12.685251999,1851.7,7.2,1603.1400000000000000
261,1981-04-01,89.1,3162.532,9.710596634,1904.4,7.2,1665.5750000000000000
262,1981-05-01,89.7,3195.2243333333336,9.603160634,1913.8,7.5,1655.1500000000000000
263,1981-06-01,90.5,3227.9166666666665,9.212167638,1934.5,7.5,1664.5000000000000000
264,1981-07-01,91.5,3260.609,11.238230349,1942.1,7.2,1685.2250000000000000
265,1981-09-01,93.1,3274.081666666667,12.228963711,1965.5,7.6,1706.1500000000000000
266,1981-10-01,93.4,3280.818,11.266251913,1963.9,7.9,1725.4500000000000000
267,1981-12-01,94.1,3276.474,9.855791699,1988.8,8.5,1759.1750000000000000
268,1982-02-01,94.7,3293.5253333333335,9.539828014,2021.2,8.9,1764.7000000000000000
269,1982-03-01,94.7,3312.748666666667,8.890430545,2024.1,9.0,1777.7000000000000000
270,1982-04-01,95.0,3331.972,9.081124943,2026.3,9.3,1809.5000000000000000
271,1982-06-01,97.0,3354.8720000000003,8.878235542,2048.1,9.6,1822.5750000000000000
272,1982-07-01,97.5,3366.322,7.889386151,2072.2,9.8,1834.9000000000000000
273,1982-09-01,97.7,3390.4813333333336,5.979568161,2104.6,10.1,1858.9500000000000000
274,1982-10-01,98.1,3402.561,5.978948458,2125.8,10.4,1873.8000000000000000
275,1982-11-01,98.0,3426.1783333333333,5.304532965,2149.3,10.8,1887.4200000000000000
